ADRNo;SOC;SOCCode: System Organ Class;HLT:Higher Level Term;HLTCode;PT: Preffered Term;PTCode;LLT: Lower Level Term;LLTCode
3152/19;Systemic disorders;19;Death;151;Death;592;Death;984
2391/19;Blood and lymphatic system disorders;3;Lymph node disorders;18;Lymphoma;110;Lymphoma;176
3153/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3153/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Anorexia;996
3153/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
3153/19;Systemic disorders;19;General signs or symptoms;154;Weight loss;946;Weight loss;1043
3153/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Depression;1024
3153/19;Endocrine system disorders;7;Pancreas endocrine disorders;48;Diabetes mellitus;240;Diabetes mellitus;389
3153/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Azotaemia;2182
3153/19;Investigations;34;Metabolic investigations;254;Hyperglycaemia;903;Hyperglycaemia;1946
3038/19;Behavioural disorders;2;Other behavioural disorders;6;Hyperactivity;73;Unsettled;2673
3038/19;Behavioural disorders;2;Other behavioural disorders;6;Vocalisation;78;Vocalisation;129
3038/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Pruritus;960
3050/19;Application site disorders;1;Injection site reactions;3;Injection site hair change;45;Injection site alopecia;73
3050/19;Application site disorders;1;Injection site reactions;3;Injection site erythema;47;Injection site erythema;77
3050/19;Skin and appendages disorders;18;Skin and subcutaneous tissue disorders;238;Skin oedema;584;Cellulitis;970
3050/19;Application site disorders;1;Injection site reactions;3;Injection site inflammation;51;Injection site inflammation;84
2451/19;Systemic disorders;19;General signs or symptoms;154;Adipsia;338;Not drinking;541
2451/19;Digestive tract disorders;5;Oral cavity disorders;34;Hypersalivation;182;Foaming at the mouth;1074
2451/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
2451/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Off colour;1028
2451/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Not eating;1207
2451/19;Digestive tract disorders;5;Abdominal cavity disorders;28;Abdominal pain;163;Abdominal discomfort;2010
3051/19;Cardio-vascular system disorders;4;Circulatory disorders;24;Hypotension;139;Hypotension;228
3051/19;Cardio-vascular system disorders;4;Cardiac rhythm disorders;21;Tachycardia;122;Tachycardia;192
3051/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Apnoea;502;Apnoea;830
3051/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Dermatitis and eczema;938;Rash;939
3053/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Tachypnoea;515;Panting;855
3053/19;Behavioural disorders;2;Other behavioural disorders;6;Hyperactivity;73;Unsettled;2673
3053/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Itching;958
3053/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Decreased appetite;998
3067/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3071/19;Application site disorders;1;Injection site reactions;3;Injection site erythema;47;Injection site reddening;1552
3071/19;Application site disorders;1;Injection site reactions;3;Injection site skin change;965;Injection site skin scaling;2203
3071/19;Application site disorders;1;Injection site reactions;3;Injection site lesion;52;Injection site crust;87
3071/19;Application site disorders;1;Injection site reactions;3;Injection site granuloma;48;Injection site granuloma;78
3071/19;Application site disorders;1;Injection site reactions;3;Injection site pyoderma;58;Injection site pyoderma;99
3072/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Subdued;2646
3072/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
3072/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3072/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
3073/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3073/19;Digestive tract disorders;5;Other digestive tract disorders;35;Haemorrhagic diarrhoea;195;Bloody diarrhoea;315
3073/19;Digestive tract disorders;5;Other digestive tract disorders;35;Gastroenteritis;194;Gastroenteritis;313
3074/19;Systemic disorders;19;Systemic disorders NOS;158;Systemic disorder NOS;622;Infectious disease NOS;2597
3074/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
3074/19;Mammary gland disorders;11;Mammary gland disorders;74;Mastitis NOS;914;Mastitis NOS;1988
3076/19;Behavioural disorders;2;Other behavioural disorders;6;Vocalisation;78;Mewing;131
3076/19;Behavioural disorders;2;Other behavioural disorders;6;Anxiety;70;Distress;114
3076/19;Neurological disorders;14;Coordination and balance signs;98;Ataxia;400;Unsteady gait;1858
3076/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Listless;1022
3076/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Dyspnoea;506;Laboured breathing;1171
3076/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Decreased appetite;998
3076/19;Behavioural disorders;2;Other behavioural disorders;6;Inappropriate urination;75;Inappropriate urination;124
3076/19;Behavioural disorders;2;Other behavioural disorders;6;Behavioural disorder NOS;71;Behavioural disorder NOS;116
3159/19;Neurological disorders;14;Central nervous system vascular disorders;95;Cerebral vascular accident;394;Stroke;639
3159/19;Systemic disorders;19;Death;151;Death;592;Death by euthanasia;981
3159/19;Investigations;34;Investigations NOS;259;Elevated serum alkaline phosphatase (SAP);1100;Elevated serum alkaline phosphatase (SAP);2055
3077/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
3077/19;Neurological disorders;14;Convulsions and epilepsy;97;Convulsion;397;Seizure NOS;645
3077/19;Neurological disorders;14;Coordination and balance signs;98;Ataxia;400;Unsteady gait;1858
3077/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Musculoskeletal disorder NOS;640;Limb weakness;1121
3080/19;Immune system disorders;10;Allergic conditions;72;Allergic oedema;320;Swollen face (see also 'Skin');1811
3080/19;Eye disorders;8;Eyelid disorders;56;Blepharitis;262;Eyelid oedema;1100
3087/19;Application site disorders;1;Application site reactions;1;Application site lesion;9;Application site scab;15
3087/19;Application site disorders;1;Application site reactions;1;Application site burn;934;Application site burn;2063
3093/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3093/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
3095/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Musculoskeletal disorder NOS;640;Stiff gait;1950
3095/19;Neurological disorders;14;Sensory abnormalities;104;Hyperaesthesia;419;Increased skin sensitivity;1535
3095/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Hyperthermia;1014
3095/19;Digestive tract disorders;5;Oral cavity disorders;34;Gingival disorder;179;Gum disorder NOS;1501
3096/19;Immune system disorders;10;Allergic conditions;72;Allergic oedema;320;Swollen face (see also 'Skin');1811
3096/19;Eye disorders;8;Eyelid disorders;56;Blepharitis;262;Eyelid oedema;1100
3107/19;Respiratory tract disorders;17;Respiratory tract disorders;138;Cough;532;Cough;884
3151/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
3167/19;Ear and labyrinth disorders;6;Impaired hearing;42;Deafness;230;Deafness;365
3157/19;Application site disorders;1;Application site reactions;1;Application site hair change;2;Application site alopecia;2
3157/19;Skin and appendages disorders;18;Skin disorders NOS;239;Skin disorders NOS;847;Skin scab;2179
3154/19;Immune system disorders;10;Allergic conditions;72;Urticaria;321;Urticaria;521
3154/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Pruritus;960
3154/19;Ear and labyrinth disorders;6;Other ear disorders;40;Ear pruritus;1008;Ear pruritus;2573
2678/19;Application site disorders;1;Injection site reactions;3;Injection site oedema;55;Injection site swelling;91
3154/19;Immune system disorders;10;Allergic conditions;72;Anaphylaxis;317;Anaphylaxis;512
2681/19;Application site disorders;1;Injection site reactions;3;Injection site oedema;55;Injection site swelling;91
3166/19;Systemic disorders;19;General signs or symptoms;154;General pain;603;Pain NOS;1012
3166/19;Behavioural disorders;2;Other behavioural disorders;6;Vocalisation;78;Crying;130
3166/19;Digestive tract disorders;5;Other digestive tract disorders;35;Flatulence, bloating and distension;763;Bloated stomach;1351
3103/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3161/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
3161/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
3161/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
3161/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3161/19;Systemic disorders;19;General signs or symptoms;154;Weight loss;946;Weight loss;1043
3161/19;Hepato-biliary disorders;9;Hepatic disorders;66;Hepatic disorder NOS;775;Hepatic disorder NOS;1520
3103/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Decreased appetite;998
3162/19;Systemic disorders;19;Death;151;Death;592;Death;984
3172/19;Neurological disorders;14;Convulsions and epilepsy;97;Epileptic seizure;398;Epileptic seizure;648
3175/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy (bacteria NOS);2648
3113/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
3113/19;Digestive tract disorders;5;Stomach disorders;38;Haematemesis;216;Haematemesis;342
3175/19;Systemic disorders;19;Death;151;Death;592;Death;984
3114/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
3114/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3114/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Food refusal;2401
3115/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3115/19;Digestive tract disorders;5;Other digestive tract disorders;35;Haemorrhagic diarrhoea;195;Haemorrhagic diarrhoea;314
3150/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
3150/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
3150/19;Systemic disorders;19;General signs or symptoms;154;Localised pain NOS;607;Localised pain NOS (see other 'SOCs' for specific pain);1026
3150/19;Systemic disorders;19;General signs or symptoms;154;Oedema NOS;609;Local swelling (not application site);1580
3150/19;Systemic disorders;19;General signs or symptoms;154;Abscess NOS;937;Abscess NOS;2074
3150/19;Systemic disorders;19;General signs or symptoms;154;Increased skin temperature;1133;Increased skin temperature;2691
3150/19;Skin and appendages disorders;18;Skin and subcutaneous tissue disorders;238;Skin haemorrhage;848;Bruising;1360
3155/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3155/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Decreased appetite;998
3155/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Anorexia;996
3158/19;Application site disorders;1;Application site reactions;1;Application site hair change;2;Application site alopecia;2
3158/19;Application site disorders;1;Application site reactions;1;Application site lesion;9;Application site sore;2602
3160/19;Respiratory tract disorders;17;Nasal cavity and sinus disorders;135;Epistaxis;520;Nasal bleeding;863
3162/19;Digestive tract disorders;5;Other digestive tract disorders;35;Melaena;197;Melaena;317
3162/19;Behavioural disorders;2;Other behavioural disorders;6;Vocalisation;78;Vocalisation;129
3162/19;Systemic disorders;19;General signs or symptoms;154;General pain;603;Pain NOS;1012
3162/19;Digestive tract disorders;5;Other digestive tract disorders;35;Digestive tract haemorrhage NOS;188;Haematochezia;1982
3162/19;Systemic disorders;19;General signs or symptoms;154;Collapse NOS;599;Collapse NOS (see also 'Cardio-vascular' and 'Neurological disorders');1001
3164/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3165/19;Systemic disorders;19;Death;151;Death;592;Found dead;983
3168/19;Application site disorders;1;Injection site reactions;3;Injection site oedema;55;Injection site swelling;91
3169/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
3170/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
3170/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
3170/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
3171/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3171/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
3171/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
3173/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
3173/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
3173/19;Digestive tract disorders;5;Oral cavity disorders;34;Hypersalivation;182;Hypersalivation;293
3173/19;Behavioural disorders;2;Other behavioural disorders;6;Vocalisation;78;Vocalisation;129
3173/19;Cardio-vascular system disorders;4;Cardiac rhythm disorders;21;Bradycardia;120;Bradycardia;188
3173/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Tachypnoea;515;Tachypnoea;854
3173/19;Systemic disorders;19;General signs or symptoms;154;Hypothermia;605;Decreased body temperature;1016
3163/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
